Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Ube2m,216.2991843307,34.5128742715,216.2991843307,34.5128742715,234.7614527609,23.3384469198,234.7614527609,23.3384469198,228.4930638868,24.1270706572,204.3203420811,18.1942676969,229.9713248084,36.5899627376,203.2601181962,26.5009516847,213.9015239117,16.6215282493,211.9612744804,23.579981048,208.5715191371,31.5179056632,219.7203457689,27.4288670907,220.1012841416,25.3335637702,216.9831548909,21.1104629585,227.3868689677,31.459769615,239.6955236989,32.6314922698,212.1284704255,23.5237330273,202.5693574834,16.6697384499,203.5870336493,29.0367895379,197.3153618012,30.194600685,194.2559532963,15.0294933372,200.4243848589,12.7530723647,188.9558217262,24.1534582615,202.555824582,24.7330396692,199.0472399427,40.8716445298,187.6677857112,31.2100672947,220.4092093719,25.2664544709,184.3027038411,27.0610743868,180.9248404181,30.3891927116,190.0827301679,31.2446207637,191.8864567934,23.1651918347,211.2661788484,26.2053832018,192.0615675583,32.0431976879,190.302746783,57.5041573297,194.2747327085,26.092808133,172.0405877334,44.6875668793,186.6448258072,40.7806160497,164.8840229984,77.1215905282,173.6152667054,33.1731426054,188.5009375768,68.651241639,155.5860494877,60.0998821509,153.7874387386,126.3465890481,154.7379991485,58.2231471455,158.8273900027,171.9903939827
Ube2k,89.021622377,20.9689005413,89.021622377,20.9689005413,118.7635846353,25.1879111953,118.7635846353,25.1879111953,108.5691457311,12.7278175521,80.8986001133,21.0849175101,98.5737857129,34.2380486988,93.5140311458,30.5632058602,86.4284170215,20.7184470525,79.9582094779,19.8052177862,110.5052163416,28.5040764115,105.7920187445,35.7034955171,84.5073590436,26.0949552393,81.2583247242,17.2284324251,99.7896605199,35.551719603,107.3640081021,26.8780301059,89.7113896425,19.4002664774,90.9852006271,18.7816359343,106.0999765669,31.9231827524,105.3812759367,31.7579563565,95.5189749856,27.311944811,92.8407339922,26.9165900098,105.4817590069,28.4724796056,92.3486929015,43.9811144679,78.0024699371,18.579959939,80.3436125091,22.0776786251,106.9207342861,29.2249320184,112.591274292,25.5840574189,84.0141465433,26.9227710278,86.0511844026,25.9972248074,119.4013714292,23.6708587553,119.4388302306,25.5471267714,76.3777661633,30.3098740896,83.9415334419,24.4697529919,92.1869789674,29.6129278684,90.9339562845,33.0918306718,98.1302415329,24.7118661354,85.3667552036,27.9571049734,96.61562291,23.483465486,86.0970694534,25.4411500567,84.1051833819,41.7089795294,69.2018276331,38.410964901,65.1837246057,32.7627138299,72.1756268969,44.3468688004
Ube2n;Ubc13,224.043945143,38.5096174922,224.043945143,38.5096174922,309.2948304353,42.5492801092,309.2948304353,42.5492801092,214.6883883553,37.2367546873,202.6551100113,47.9308502313,291.2795897398,33.6407413502,280.9781033536,50.1613474634,218.825317132,35.2021872398,210.0279883835,14.9999282213,282.2168536625,35.3993792055,296.2624112557,46.8242791477,229.0512656797,46.9567224949,193.9959265117,17.238071181,270.558315734,31.7489918813,285.8838157072,32.0448635793,225.6032456896,22.1871419913,224.7295143853,21.4681480662,288.8548822393,40.1049530937,278.6891643286,36.1532690805,198.8936135151,16.4081673888,201.2501297275,50.9627098435,287.0973254945,63.898864036,265.8624259251,56.7139660352,193.853914903,49.8569820103,204.3053665131,55.1233275777,283.7846115475,48.795599557,261.8758168269,37.4914793751,234.8064820289,30.879440189,210.2393031615,29.3183848121,296.5281852487,61.309855486,290.1587498505,53.065482004,220.7658339186,51.482107491,196.9728115561,64.6760958835,312.3207782612,60.9191058658,274.2333861214,46.9661442713,232.6278516923,56.9133591387,191.766795201,45.2423440393,338.1980116148,83.7414467689,297.6969824602,48.8649522164,338.5936967868,53.0856847382,168.7305243926,51.7814778378,372.9641471086,72.339310579,248.6902003349,71.7694260294
Actr2,1911.3081129659,180.6245590651,1911.3081129659,180.6245590651,1701.57007921,141.5433528855,1701.57007921,141.5433528855,1877.3012526914,225.0078614854,1795.8309465434,208.6833014979,1622.5032863188,173.9780888103,1619.8800080463,202.7991404858,1866.2032217554,238.1047048472,1886.8146324896,234.008586082,1662.8824613833,190.443419396,1629.8860991953,183.8139497391,1806.8484680501,226.1403776987,1910.6828871734,231.8928100887,1653.0762225304,237.2488206674,1644.2464518895,180.4058336867,1734.8377311716,179.934728918,1880.9428528807,228.7223429425,1633.2972998706,208.0606339469,1624.8692367929,161.5738975531,1838.0256690329,220.9333446433,1840.6181294001,215.4966095816,1741.5828869943,181.138896705,1770.0655803073,183.5415830317,1849.7901463528,274.7312840895,1786.9135341395,209.3454939429,1693.3958539984,216.026388063,1749.4163998703,209.0911493963,1800.3658391672,142.5065129838,1808.312700059,223.8860455896,1659.6565984173,199.8609145043,1618.910461684,226.819115408,1760.7902733562,271.9113559007,1743.9408837552,330.4513142185,1719.1081009073,200.9373811236,1616.1547173062,310.2282120234,1780.0143414148,319.0475200138,1747.115366104,409.0153650398,1532.7614201803,214.6295551478,1473.9830576671,319.5762010185,1584.3133714234,470.8884230159,1572.9217871436,575.9289530228,1420.3890028474,367.9796352232,1383.6840675613,510.553482053
Actr1b;Actr1a,189.5904102701,36.6097864309,189.5904102701,36.6097864309,227.1721713251,40.5885027243,227.1721713251,40.5885027243,181.9515190556,31.1882339182,159.9700943766,35.1500521382,259.8363908201,46.1490992155,231.8619687382,39.7839183936,184.5214908482,29.509238662,187.472142358,27.295135992,231.4016145967,41.3084761525,237.0994620844,42.6508944474,188.9822412614,20.3490242665,191.9492164517,32.438593512,237.4662897361,42.1436219904,246.3185273742,39.5180975254,185.9619048947,32.0270119421,196.2390618953,35.3896232516,234.8065045892,64.2308651569,217.8464772205,42.4366682134,187.6213063244,29.7456969633,219.935413557,36.3635132217,217.1309299612,37.9219171081,225.0382939671,44.0988975575,191.7083388695,42.0716546612,208.6489756251,31.8652453964,249.6142700235,40.9744340846,222.6464361965,37.2899825525,173.0536771897,30.5750987087,181.5735502051,31.9130950891,244.6218334657,47.3805667018,255.14605206,29.9585998495,188.4886741804,46.325057058,194.1069174192,45.5202969771,207.7450162916,51.4416397904,253.8244262139,47.3804912526,201.7054387161,45.9287153596,193.2694951194,45.3618975329,224.0944999419,58.0875175982,229.1084740779,47.7580657105,163.9604652564,51.9467235112,170.5571677614,72.9633874877,205.2610993424,69.652742097,181.9811021322,80.5307556947
1810006K21Rik,136.4906263623,30.2788842664,136.4906263623,30.2788842664,109.9022468797,34.5212992861,109.9022468797,34.5212992861,130.3179643915,11.5330037508,139.0736143057,13.7631158897,96.4627500039,33.9538671277,84.2611877232,27.019953539,108.1203259378,13.5495302211,129.387268407,23.7945876139,85.784532555,31.08324528,77.101118152,27.0391587268,106.6393875588,64.2965070899,125.1487499378,41.5739816012,51.939897364,12.137852531,97.1110647202,12.3476511221,117.3150147987,14.4298426571,130.2328291123,30.2060934443,65.793668618,15.9508512339,95.4281722134,20.1785047966,109.5215425485,80.8473773097,121.7862808966,9.5970776316,86.5029302229,39.6891488023,96.9181340181,25.7185571391,89.411678977,58.3386973608,119.4329927656,43.0790320717,91.2953602319,34.8787885802,90.7245608827,12.6211675638,107.371796762,14.0035246922,89.6218040795,7.0675569633,78.1151742919,36.9952655701,84.1989215542,52.1241961309,100.8029104605,33.2256821933,104.9572121727,32.2082271061,88.1119723563,25.8806105176,113.4007714799,32.0620699808,99.9118316279,65.8018122483,120.6003283943,41.3195650112,99.1273421342,31.65114898,83.6694265954,14.1373162842,101.7696026612,78.0108902752,126.3439428852,38.4487696882,53.6103433104,16.5629494539,97.7685253822,23.2024785144
Cops2,33.4464159553,4.2985463995,33.4464159553,4.2985463995,28.1786948694,2.0394084692,28.1786948694,2.0394084692,26.8483162152,3.2909325307,30.6618714131,4.177021074,25.5106253579,2.4153846441,27.3139188922,3.1753277918,32.746969113,3.5389069416,32.9338402983,2.2832189136,28.3636653792,2.7988034628,26.0767300359,1.5524803224,31.4560898069,2.5077427964,34.508528673,2.5077276233,26.1331785191,3.089198345,27.5198849741,3.455061371,32.4463391146,3.584743356,32.4954139438,2.8282032479,27.7146583699,1.8766645181,26.9733698296,3.1593840012,31.2776355527,2.1597653648,36.9975431768,3.2541568123,25.4260336793,2.5364783158,23.1881029886,1.2487101139,34.0413370206,4.4904798376,35.8090926716,3.4265530706,27.3466546276,3.8953196587,30.8575877645,2.4393569771,33.14533001,5.9066896579,33.5877461942,5.0192394524,28.7487047311,3.308651982,29.6143476324,2.437691128,34.7801115215,5.7346632415,37.3551147313,7.0028403577,29.4159410324,4.1179403293,27.2836783434,2.6746486749,35.9115275412,6.1731251727,33.0255174141,5.2677466409,22.1357548351,2.4506418945,26.0921076661,3.086141686,33.2568010622,6.698102327,28.1828197692,10.3327524609,20.8552583245,4.053929527,21.9265362551,5.5764639424
Abce1,85.2553573535,7.4789716293,85.2553573535,7.4789716293,64.8061942805,5.7517081463,64.8061942805,5.7517081463,78.8917739221,9.2637826694,78.5030168948,9.0718022678,61.7001833361,4.1268063029,57.5332840634,4.2825803562,74.9186723283,6.0579584679,71.7301065546,6.6803271712,64.8442129333,2.7217195442,60.3977049266,3.6937777537,74.6558930813,6.6469326042,69.9187029283,12.9127287281,63.4229684806,2.3839217802,66.1740081338,3.6166318054,70.7857483147,10.6601235745,73.7840597456,13.2396547951,60.3487150014,2.0714520543,61.8364477891,6.5821862036,74.1631630662,10.4887971932,75.3761042505,7.2066084325,60.4361313305,6.7723787633,60.6810970527,4.8734399358,74.1899132573,6.5946036297,72.0847185684,4.6311876773,57.9497139728,9.4892800669,58.064412449,7.5601298698,69.6804257283,8.113587721,71.094289587,8.9192917033,62.3522558592,6.2346464807,60.6874153775,3.9888434248,70.984821472,5.8240333222,70.6631562788,8.5444616367,56.3302381463,5.6079630605,61.7465313182,5.4280158861,70.1676097012,11.4827936305,74.2797488414,11.7246244872,54.9510825754,7.5887396958,54.0407841488,7.7019853576,57.8587383165,10.3293500149,60.9034057208,13.7286773928,51.9064367283,9.6639405741,49.7120469308,11.3542056252
Rap2b,36.5311592988,5.0057053915,36.5311592988,5.0057053915,55.3822431382,7.3642544535,55.3822431382,7.3642544535,37.6919817536,4.6068483566,49.5202122366,5.2533224561,56.4857268505,5.0893747826,61.2140254558,5.6487334361,37.3661336863,2.3091031327,46.8125320596,3.4492703421,56.8256256419,4.4118754671,55.0455882542,4.4225535726,43.5344494659,4.3158451491,49.31529974,4.8748593756,41.2198786292,5.6054894267,57.7404306081,4.7099665911,33.8500777898,4.5308308998,40.8944463803,5.3094193201,50.3182710527,5.5257707136,52.5431970348,4.3837157581,43.8747886892,5.7614037275,41.7412314963,4.2088101909,52.6712437077,7.8820100697,62.122405667,8.4433422006,40.0003436288,7.3071662093,37.4153938052,8.4909358005,57.9382358686,7.2329727982,55.8288353802,10.2109991703,38.8790980021,5.4078019911,36.2648472073,8.4055284451,54.4704342425,14.2694982239,63.3386709034,14.9287005087,41.8125074254,7.5394082551,39.4549119075,13.2212124948,58.3943156106,10.6081613344,56.1334355898,19.7274868139,34.5897678405,9.3601762332,34.6928072877,16.6939859093,49.4957206164,12.182339025,54.4809157237,28.2273839741,32.9107323048,16.7246062017,26.712162662,23.4843909501,49.9502235945,23.6351447438,41.0147954298,36.7499880973
Rpl26,1094.0787024654,99.8940945404,1094.0787024654,99.8940945404,787.0554499739,126.1320486205,787.0554499739,126.1320486205,950.9913583133,79.0002457006,1047.037883712,110.0634679049,823.4714119165,88.9761887079,898.7070954517,56.4117373515,1122.1181077838,77.0750575625,948.7663549373,99.169746177,863.2527107124,83.7643235982,780.1101609695,88.338799916,1009.0992863252,78.9351794645,1083.7564291334,81.4951038112,825.4396762574,79.9999969884,777.2988472949,93.7350348215,992.6342235713,93.5012564747,948.5898856126,122.8205805834,867.4706570242,108.3263654956,843.1914211726,66.5410753863,959.0067661236,81.9837630427,940.2014769857,194.7059028832,715.6573320597,101.2863174555,874.573854326,78.1841080467,1045.2066470543,177.0671607414,1012.7464660717,131.6413820017,748.8202933022,69.3972237895,720.1672273095,93.5263455511,975.7940754201,102.332214568,987.0575131973,125.0946836354,709.5954979935,91.873699086,682.2911226735,85.5702398353,998.2474468784,133.8367123258,901.1750416662,165.3791116995,772.1410357342,83.887711329,636.722563856,129.5345068112,1144.8608528707,158.2608347696,881.264339095,186.9436403224,805.0384659415,87.6247531824,700.5140884342,139.2642460773,826.5074558194,182.0386092417,860.738776513,230.2944684911,600.9221585234,160.0208603975,691.1712591422,180.8604728835
Psme3,217.6528318164,17.0204413292,217.6528318164,17.0204413292,203.6865158162,28.281517536,203.6865158162,28.281517536,206.5993980726,20.807575439,188.5262984206,35.600571792,194.1811088818,24.0216142425,193.7452473971,27.5713023987,190.6344376057,27.0156431898,204.912066146,21.405679562,194.7100628919,26.6473638164,203.2317421311,29.6922345766,194.3764762006,26.4579997321,203.4892561932,33.3887136356,199.4575719805,18.1334543182,204.2951117488,21.6351372079,199.4429662659,25.7826668479,207.7585441282,23.702145757,198.3407950541,30.2616136767,206.4218269255,21.1821224452,199.7746891697,25.3710807284,194.0883866142,32.1050181233,200.955226228,25.444877092,196.00119525,22.8292444988,204.1664531622,42.1170874544,191.9523348479,30.0393104277,200.5759051824,24.2070680555,188.6433908755,29.6989594964,186.3841853906,22.2529962513,186.8135054339,25.043203486,201.6923742369,33.1848272161,198.1244550558,41.2236341326,182.8307997788,33.6474870558,189.7568082435,38.4415991283,180.6874307676,30.1828924842,178.762128025,29.3890610168,178.8769535049,40.3156438081,166.7866264844,41.9289371423,166.7179736329,34.2675786654,161.8790576122,39.4805151887,120.7565702309,57.5625476829,118.6905608746,70.7052629367,115.2762783186,56.7349945883,117.9710102505,69.297391419
Magoh,22.1336488488,1.871279781,22.1336488488,1.871279781,33.411547575,1.9175107251,33.411547575,1.9175107251,23.8298758267,0.853407357,25.82925889,1.1953595641,36.033019329,1.7327510843,38.452910457,1.2163058799,23.6608792708,1.06406641,24.4916415286,1.2080339471,35.5339264494,1.752926142,38.8542267815,1.2644057549,23.6087246814,1.4346488549,23.4327496009,4.4383043965,38.9645026185,1.1711298277,35.7524179016,0.7642246973,25.2258843486,2.4826596164,24.1063267579,1.6979045292,37.1345994022,1.4815246242,36.9314824981,2.3787943332,24.5923649079,0.6300573749,23.0769851587,3.8355169516,36.1206863632,3.4872544802,35.0134110161,2.22356471,24.9697227259,2.8203021041,24.1737560585,2.5987100408,37.2165557097,2.9473003563,33.1735311948,3.0972592946,24.9717921734,1.5947140988,23.840578059,2.0317417475,35.3073569022,3.6244294766,36.2675759252,2.8303102158,23.0737132471,3.7338200259,20.7514098062,2.4058343705,35.4326919622,5.5357307092,32.3428654095,3.4874709293,21.6174857628,2.9798564485,19.638289254,2.8055237251,36.7532318906,4.9860754265,27.7458705241,3.1915318158,20.4511824598,5.4639442795,17.8484947756,4.5116659895,35.504245521,8.2072541303,27.9329833192,5.9212078239
Rpl27,479.4126988138,30.1882406706,479.4126988138,30.1882406706,479.0553315916,10.675567063,479.0553315916,10.675567063,438.3113907543,20.1468392947,484.9708417136,17.3707113321,508.5913871622,30.4290866174,576.2694869796,33.3756521133,398.0327505366,45.550075694,475.4236710768,32.5011797208,492.4821096972,16.9782929581,457.6022132374,18.8988593516,519.9361487232,70.9342259347,416.9443973413,23.5091894759,457.7582826576,20.0584979461,421.1135547116,19.7315745446,457.2722544665,49.2658672674,463.3656476516,51.6862185456,525.6093761626,24.4690640252,465.6561988299,21.6419837509,521.3308119368,72.1222850467,393.5350828242,49.7615718187,460.042232818,18.6029590838,379.6098733384,33.7230085374,497.9058172846,50.6398277223,379.2502456971,51.1240959944,471.8433056828,26.6135997735,461.5319964874,40.4969958177,438.203664948,40.1956183664,437.4933068572,46.6402455295,426.9956417246,27.0062593632,395.8956235347,49.6255668384,432.3135107678,35.5354234857,358.7360477674,61.3992630487,376.0548169155,32.7018805668,434.6205167659,68.1912994821,412.0690015613,45.1175853299,332.086322773,64.3931384575,440.2608799718,69.7063886318,361.3257407453,69.9617635107,355.1660204186,83.3441360074,321.0744216723,81.7970241105,382.1517547581,94.0449279314,352.8806829765,98.5974255356
Rpl37a,675.8777068445,23.0977098467,675.8777068445,23.0977098467,844.7554428719,39.7162089043,844.7554428719,39.7162089043,722.3971416029,28.1697954619,744.5486027706,36.0339380146,865.4087994084,41.5443513814,924.2564039677,47.434608734,740.4565259272,37.3720532344,718.9727241236,38.7166364934,829.2352980277,42.0790564215,823.6059803524,47.6211296182,713.6857803659,35.8796666214,728.7767101421,42.6283097068,904.0102940994,50.5654586302,842.8516825332,51.3307114156,719.0566891123,44.6834490586,701.5413837106,48.473763091,844.1303704008,62.1437053462,890.5163152356,59.4188512228,707.7062030451,40.2507292975,697.2798050516,59.0971304037,882.9173737882,52.3699975265,915.7504973848,79.1805760647,711.3010955998,57.0650357274,735.0181057444,71.0655694398,880.9877067918,60.4880398374,846.5658231992,93.3442835358,685.0958597002,48.5752911926,738.8745839999,68.7287343065,833.10692815,65.5818639076,799.9113469903,98.1432354822,701.945592566,62.3825184356,709.7956307102,116.146360729,860.4155896119,71.2595050737,799.3401000651,131.3977010192,681.071887896,82.8244019669,697.2289069323,118.9329129755,844.5882433988,88.7787433301,822.6743648719,164.1725552489,608.6212981748,127.9725234844,657.3316089418,207.6339850054,652.9426236449,172.1103157683,742.5285092106,228.4658135219
Sec61a2;Sec61a1,25.0544001855,5.1988515997,25.0544001855,5.1988515997,13.1721514399,1.6935664356,13.1721514399,1.6935664356,26.4638015569,6.3039972937,27.289920149,5.5563572009,8.0078467773,NA,5.489956898,5.431650129,24.8041501235,6.4494112223,32.1551183362,5.3655413645,7.9583295801,NA,6.9943556777,NA,22.7513858786,4.7375643088,27.1995643376,2.5788550798,5.8453687528,4.12110126,8.4858367411,NA,23.1297221385,10.3893224729,26.6232922839,4.8649464841,4.7319168658,NA,4.6389251233,5.7996587648,22.6755631291,7.5503408254,21.5475393596,10.1138321295,NA,NA,NA,NA,30.6696960815,80.9817817883,35.1399092942,105.9162883639,6.747559852,3.7277277764,7.9277619419,2.9308045061,22.4513442963,5.480950916,20.8754700631,5.1411267687,6.9644201055,2.4573060044,11.4483977688,9.2782012946,17.9731611125,13.6306569051,35.7905116119,60.870179128,NA,NA,6.4515058832,3.6352339642,23.5838145609,NA,26.2493687138,16.2020047912,5.2405805069,2.5181859052,10.877429466,1.5592525954,26.1227321096,85.2491456495,21.4582175926,15.9069234227,5.9449030018,2.5028529402,11.5285473446,3.3177365583
Arf4,82.2894698661,0.7844287292,82.2894698661,0.7844287292,96.4463180534,1.4012884413,96.4463180534,1.4012884413,72.8496724182,1.1408343166,64.9022236237,0.5402492633,78.9131590926,0.7924093535,71.6943318959,0.8854876207,66.0969243061,0.8919153516,62.3431442817,1.0669525087,87.9257088476,1.0457981365,76.0053153857,0.8946169128,79.6651653613,1.8651832484,70.2790730779,3.4209949368,74.0741549413,1.6368917814,81.4585592705,3.2655275937,56.1765254676,2.6346623201,74.9186081534,5.8962628898,73.2658157865,3.0736152344,85.1488870255,6.3778769293,68.9740313238,4.1111002557,70.8934613555,9.9068594658,81.7188935291,4.1665858765,84.1248726439,11.4495549784,62.0208132072,4.1455297846,72.0004381771,14.1737823588,77.2694662971,5.0049851638,81.8782743063,14.6943125916,77.0335036598,10.026437832,66.065214776,19.446838209,79.6641492022,6.9057005482,82.0665969689,21.0180541614,61.8469101413,9.4264159649,63.8711548315,31.5875378743,84.0755712947,11.5034075937,74.7976537409,37.0542375404,58.3212083584,12.3629306679,67.0422981656,40.9916604768,71.2596272879,14.3038340837,86.4474639017,51.7922163738,48.7714469508,21.394394775,55.2283996424,62.5530693339,56.0669716654,28.5397141555,73.8158608611,77.4766276391
